mean_r,std_r,kur_r,skew_r,mean_g,std_g,kur_g,skew_g,mean_b,std_b,kur_b,skew_b,entropy_r,entropy_g,contrast_r,contrast_g,contrast_b,corr_rg,corr_rb,corr_gb,moment_r,moment_g,moment_b,label
123.9659,33.73166372,-0.856735508,0.170227815,124.6866,31.64317905,-0.827065433,0.188812756,124.6527,29.4634194,-0.786382372,0.177326412,9.172900562,9.177898059,9.182216368,195,192,188,0.996746425,0.995703688,0.989605318,1137.825137,1001.29078,1
95.3403,16.26527885,5.795705095,2.243816918,98.1344,14.51235118,6.075708773,2.222532417,102.4437,12.98211194,5.821653206,2.103130946,9.197189568,9.200331569,9.202876359,129,127,120,0.976364212,0.985151663,0.968174092,264.5592959,210.6083366,0
133.1521,34.23011781,-0.768751616,0.126510698,130.6193,33.57210997,-0.749216796,0.160874813,126.2505,31.69944084,-0.630901768,0.189532143,9.176797739,9.176917393,9.178517446,194,192,194,0.994734258,0.994014486,0.982621302,1171.700966,1127.086568,1
123.3353,39.48123699,-0.892619755,0.139509389,123.0078,37.96090277,-0.848087773,0.142373575,122.3383,35.35272059,-0.775737552,0.122846778,9.157850324,9.16164021,9.167660838,200,199,197,0.997956566,0.996860987,0.992372057,1558.768074,1441.030139,1
98.0634,14.7937683,6.102756893,1.137691768,99.871,14.51541798,6.378275348,1.104581595,101.8783,13.84067517,5.91850595,0.958344065,9.199270112,9.200036461,9.201279419,178,180,169,0.97714742,0.974849937,0.948324136,218.8555804,210.697359,0
111.5738,22.44510979,-1.032624293,0.054484641,112.2552,19.84863403,-0.905704995,0.10757794,114.9893,17.97912082,-0.869774383,0.10214578,9.18992203,9.194646276,9.198081488,122,112,102,0.991757479,0.991083452,0.985862001,503.7829536,393.968273,0
130.1253,36.16592042,-0.455696512,-0.068529418,129.9291,33.21627723,-0.225529874,-0.057848791,128.6843,30.72667625,0.095635201,-0.024525343,9.16996087,9.176366788,9.180850656,199,190,185,0.988872094,0.981845777,0.951567805,1307.9738,1103.321073,1
115.1652,38.17324074,0.308878908,0.51763317,114.9152,37.56352498,0.214689868,0.431053265,115.0639,36.56239621,0.184080339,0.345922065,9.155379395,9.156398641,9.1589429,218,219,214,0.994310593,0.994617252,0.985124366,1457.196309,1411.018409,1
141.2113,41.17840517,-0.453651311,-0.242483075,138.6631,38.57709681,-0.508794006,-0.167583396,135.3108,34.36233699,-0.511999088,-0.113975355,9.164894883,9.169563755,9.176806705,216,210,202,0.994863342,0.993866617,0.985092821,1695.661052,1488.192398,0
142.1356,12.6610826,1.057229048,0.257152223,143.4565,11.8287492,0.989098084,0.325573871,145.2056,11.39017685,1.049051008,0.322254478,9.206382116,9.20695623,9.207277176,113,104,102,0.972293015,0.976427412,0.941947325,160.3030126,139.9193078,0
147.5227,32.85269068,-0.601637146,-0.109878608,148.4187,29.66642867,-0.42171143,-0.139569636,147.1704,26.7017296,-0.099994268,-0.219360339,9.184773257,9.189785835,9.193363797,192,184,188,0.992811551,0.9910087,0.977218168,1079.299285,880.0969903,1
114.0436,46.64922614,-0.408798847,0.351743336,113.6797,45.22062923,-0.404808405,0.28647384,113.0895,43.39908628,-0.374251127,0.203716384,9.124247826,9.128280657,9.133186264,238,239,243,0.99761368,0.997026959,0.992740885,2176.150299,2044.905308,1
168.4008,40.54974426,0.473382545,-1.080956265,165.4071,38.29048928,0.661655573,-1.123818625,158.8285,35.37561996,0.993188436,-1.197073079,9.177231037,9.179796782,9.181999331,208,197,191,0.990087159,0.98655292,0.969804103,1644.281759,1466.16157,1
141.7421,24.03732904,-0.582512669,0.061807593,141.3309,23.27777062,-0.569688695,0.092718235,140.4655,21.83190348,-0.49009618,0.124246268,9.195839556,9.196693704,9.198216657,145,145,147,0.99724508,0.994425587,0.989890951,577.7931876,541.8546052,0
184.6166,40.32713236,-0.944000109,0.047636039,182.5228,37.76334572,-0.850336025,0.050439596,185.3023,33.77341728,-0.726394282,0.025939817,9.186143258,9.18865888,9.193533553,187,183,173,0.996679103,0.995509495,0.986562317,1626.277604,1426.07028,1
99.87,16.19319301,1.359496207,0.808882408,101.373,15.13075249,1.362092416,0.819964326,103.0828,13.91797198,1.097260541,0.712540785,9.197557673,9.199503163,9.201419236,124,116,111,0.987186741,0.983400083,0.96315019,262.2195,228.939671,0
120.2786,32.43843988,-0.288796377,0.086532546,121.4407,29.42833471,-0.212953498,0.016641728,121.9922,27.07812658,-0.175276331,-0.091476237,9.172923726,9.180126735,9.184897028,180,177,178,0.985151856,0.979463285,0.942539725,1052.252382,866.0268835,1
169.2175,40.54229142,-0.392503574,-0.421130971,157.2316,39.64668159,-0.278729398,-0.444390076,145.9015,35.37213872,-0.175020936,-0.531265695,9.17975465,9.176139446,9.178596072,199,208,201,0.986740811,0.97919773,0.947227382,1643.677394,1571.859361,1
113.6507,36.22036015,0.743830661,1.105177781,110.8233,33.3735206,0.506455727,1.029545197,107.4649,28.92823825,0.119049886,0.874349221,9.163140637,9.167851086,9.175847542,184,178,168,0.991883614,0.988732459,0.969066459,1311.91449,1113.791877,1
123.5771,33.23778957,-0.166405992,0.347029855,123.4814,32.83510399,-0.13256855,0.31380097,123.3785,31.20800278,-0.074064942,0.292757009,9.174048484,9.174741801,9.178113023,194,192,184,0.994369187,0.992582235,0.983887126,1104.750656,1078.144054,0
110.8602,25.99323866,0.210050795,-0.733861891,111.0895,25.20577096,0.278125254,-0.793981046,112.3101,23.44843999,0.473225334,-0.899576544,9.180135179,9.182033285,9.186416135,147,139,134,0.996826306,0.989586821,0.981011972,675.648456,635.3308897,1
127.5269,44.92231824,-0.314129727,0.231914629,128.3029,44.15718686,-0.284609842,0.213542121,127.9434,42.85331255,-0.222720426,0.170350704,9.145733941,9.148684408,9.151706688,244,244,245,0.997552556,0.997184176,0.993479879,2018.014676,1949.857152,1
97.7313,40.02419644,-0.259268449,0.544578172,102.5602,36.0317329,-0.270091327,0.496768968,102.724,32.62712099,-0.240302975,0.468064964,9.126959045,9.149073692,9.16025464,212,192,183,0.991153804,0.961957128,0.945397911,1601.9363,1298.285776,1
99.2007,37.72700385,-0.065442887,0.283847192,96.8735,37.8612374,-0.056212908,0.27281757,96.882,36.85075136,-0.02202061,0.260818358,9.135017298,9.130162191,9.134511933,236,234,229,0.99549845,0.995103594,0.98860621,1423.32682,1433.473298,1
142.0618,33.43827718,-0.68984238,-0.241716217,140.683,31.36598972,-0.516087507,-0.210061636,139.5183,30.34584758,-0.38023113,-0.192475384,9.181417137,9.18449955,9.185786406,204,199,207,0.994233204,0.995924208,0.988696043,1118.118381,983.825311,1
114.6441,19.59369886,2.524515854,-1.540922356,111.1373,19.23011827,2.98089499,-1.697557941,112.439,19.46281272,3.181524264,-1.676667623,9.193869982,9.193224838,9.193207603,121,122,122,0.962496757,0.897067138,0.786556571,383.9130352,369.7974487,0
153.6669,30.98947796,-0.53037221,-0.090255077,154.6757,26.5443088,-0.476210773,-0.138587665,152.3457,23.08055007,-0.190211941,-0.331739564,9.189496236,9.195294281,9.198529642,174,152,134,0.991464577,0.980785827,0.961508438,960.3477444,704.6003295,1
129.2451,21.24624263,0.56839894,0.164850851,133.8322,19.92756491,0.784607943,0.231577197,137.8488,19.67786926,0.922932508,0.139220117,9.196734922,9.199229232,9.200080628,154,156,158,0.97275712,0.977737306,0.925425448,451.402826,397.1078432,0
119.6519,19.44340316,0.802900523,0.089022039,120.4263,19.83098001,0.853040365,0.127831202,121.2804,19.25415737,0.954168038,0.157720942,9.196974289,9.196635854,9.197631691,152,158,158,0.992134278,0.992948706,0.985039056,378.0459264,393.2677683,0
143.696,39.88152936,-0.50046164,-0.293063513,141.1461,37.99834411,-0.486156391,-0.311009264,136.0441,35.0303148,-0.450042597,-0.351283969,9.169127925,9.171627689,9.17495584,207,195,189,0.996793936,0.995393291,0.988495226,1590.536384,1443.874155,1
124.8258,37.59469982,-0.54382798,0.666828515,123.4373,35.04776268,-0.546655481,0.650447201,122.1974,31.54437562,-0.482976726,0.614293777,9.166594468,9.171374541,9.177968233,181,172,167,0.995655928,0.993827268,0.985754699,1413.361454,1228.345669,1
147.0187,34.71265404,-0.552495132,-0.07157644,149.167,30.25320993,-0.407718869,-0.159973554,148.5033,26.37228449,-0.02139054,-0.413446148,9.181557991,9.189120197,9.193883185,189,165,152,0.99115406,0.9886459,0.970574504,1204.96835,915.256711,1
113.8439,9.464255533,0.523713014,-0.26811569,111.6296,10.17642392,0.477739395,-0.151004668,117.7431,12.49782791,0.106107798,0.036553879,9.206844195,9.206145044,9.204680889,78,81,95,0.953746011,0.937544299,0.841408378,89.57213279,103.5596038,0
141.2615,28.81662572,0.693497163,0.888250189,141.5506,27.71739598,0.659286775,0.894986108,140.421,27.83805595,0.659442624,0.900113184,9.190335421,9.191905269,9.191457719,172,166,172,0.992712404,0.993828552,0.988772855,830.3979178,768.2540396,0
130.1244,37.43074838,-0.729001947,0.555585212,127.8071,34.74110375,-0.698345911,0.558515335,125.8604,31.51253896,-0.630237568,0.517513512,9.170034244,9.174342637,9.179648659,175,173,177,0.991711383,0.990951321,0.973941865,1401.060925,1206.94429,1
180.8928,28.41214367,-0.297238148,-0.382750396,171.7598,27.71694976,-0.152597713,-0.450081776,167.3595,26.35770589,0.136255234,-0.506758599,9.19759906,9.196813585,9.197414792,153,153,161,0.996109179,0.988687848,0.975984865,807.2499082,768.229304,1
120.9309,23.21441201,0.403784066,0.590028496,125.8482,22.53815336,0.346023207,0.503518009,129.9721,22.19267721,0.272392341,0.294376586,9.192265615,9.194520311,9.195781084,150,151,146,0.954796644,0.980936304,0.904731497,538.9089252,507.9683568,0
137.1048,30.32368739,0.024149012,0.012353258,134.9827,29.40056463,0.08824432,0.082126915,132.1446,27.6264455,0.182385972,0.172623418,9.185259734,9.186159251,9.1882448,199,201,200,0.994861009,0.993727248,0.985966769,919.526017,864.3932007,0
184.0311,22.12243506,-0.418082117,-0.503661231,179.9651,20.5477756,-0.191813235,-0.605772996,179.984,17.92822758,0.337616196,-0.727749319,9.202918496,9.203626731,9.205228531,149,148,147,0.993385529,0.976064006,0.952570717,489.4021328,422.211082,1
134.0593,22.56922204,0.513491137,0.548640471,138.9871,21.70162975,0.82700993,0.660171152,144.156,21.57516313,1.035983357,0.664515921,9.196394943,9.198402617,9.199363855,148,154,160,0.980653287,0.982778451,0.946016196,509.3697835,470.9607336,0
124.4581,27.30397122,0.375338444,0.381294645,125.236,26.57911406,0.513499094,0.359644708,125.5679,25.45372251,0.734653464,0.351344187,9.186269879,9.187765285,9.189723361,206,205,199,0.989529197,0.992169336,0.977917198,745.5068444,706.449304,1
130.9501,28.45238145,0.193677954,0.253551243,131.2791,27.09320585,0.265806878,0.308662781,130.3399,25.3502972,0.379492062,0.375888236,9.186594071,9.189028096,9.19151396,196,190,186,0.994492782,0.993429345,0.985552464,809.53801,734.0418032,0
195.8789,21.25283592,1.163933805,-1.325716887,189.3105,19.14390999,1.639344216,-1.394346787,185.0677,15.93558649,2.424690117,-1.381688318,9.204113913,9.204938262,9.206456972,147,146,151,0.975318388,0.949663798,0.884165113,451.6830348,366.4892897,1
125.7492,36.2211775,-0.453055906,0.719746959,124.3017,33.7512589,-0.465304608,0.704766102,123.082,30.48392816,-0.441738424,0.661587918,9.170496275,9.17485424,9.180648454,174,165,157,0.99504615,0.993316979,0.983870621,1311.973699,1139.147477,1
121.1227,40.1422003,-0.881677173,0.292355677,120.7933,38.14159377,-0.883967215,0.282899513,120.2859,35.24813415,-0.824416318,0.256743646,9.155078443,9.160220806,9.167134321,216,187,178,0.996794029,0.994210885,0.986480391,1611.396245,1454.781175,1
184.4569,30.6740239,-0.04708468,-0.631694457,173.9366,29.49605364,0.046056936,-0.667178493,167.2623,26.95226333,0.339596408,-0.724629983,9.195792288,9.195152018,9.196613062,177,169,161,0.99693838,0.989240297,0.977927147,940.8957424,870.0171804,1
130.5806,19.75942569,0.447427515,0.666153667,128.9146,18.58515824,0.609525774,0.726884759,130.1298,17.42513564,0.652615227,0.688944911,9.199141486,9.200195853,9.201562349,131,125,120,0.988922926,0.990033309,0.977082997,390.4349036,345.4081068,0
130.907,39.69932431,-0.796327582,0.336711919,130.0267,36.55360703,-0.721604126,0.371576122,128.0486,33.88933812,-0.617176565,0.346134959,9.164404963,9.171067507,9.175450361,205,199,192,0.991932195,0.993358042,0.978131218,1576.036351,1336.166187,1
134.7227,31.85143646,-0.246051837,0.418065761,138.0021,31.61344802,-0.244605369,0.43464948,139.7924,30.66662848,-0.224717639,0.396928316,9.182637226,9.184381835,9.186469176,176,172,172,0.990538038,0.992332489,0.975567388,1014.514005,999.4100956,1
114.7837,42.16474255,-0.333425886,0.323638202,114.4382,41.18865354,-0.286698624,0.23628477,114.0057,39.56883455,-0.210146502,0.128290557,9.141180018,9.143092236,9.147010058,216,215,211,0.992390265,0.99078867,0.974710427,1777.865514,1696.505181,1
131.2243,37.20321477,-0.60450521,0.486637448,128.8176,33.98448073,-0.52334475,0.485232919,126.8167,31.06805596,-0.402676376,0.449002836,9.170853101,9.176132326,9.180724626,184,171,170,0.989446268,0.99248652,0.974867752,1384.07919,1154.94493,1
155.138,30.23334841,0.27491187,-1.173374947,154.356,29.73102864,0.273843384,-1.170884648,152.6054,28.73586071,0.25615411,-1.149837224,9.189366949,9.189886891,9.190873364,146,147,144,0.995067041,0.994764271,0.992091387,914.055356,883.934064,0
123.2727,32.97864362,-0.212102224,0.399163224,121.908,33.0371569,-0.201156293,0.376545812,121.9614,30.80333927,-0.049919225,0.350950515,9.174662188,9.173622502,9.178371694,198,199,191,0.99033888,0.989163675,0.975705432,1087.590935,1091.453736,0
137.915,40.19836782,-1.295744834,-0.099419888,132.515,30.3597822,-1.013435228,0.023292981,122.4584,21.49488938,-0.307590288,0.058800647,9.166297104,9.183661211,9.194768304,202,182,162,0.982247631,0.962533669,0.911752985,1615.908775,921.716375,0
93.9102,7.226889785,2.318603608,1.025260845,92.5154,6.629838825,2.494610111,1.037141251,96.025,6.297013181,2.338430231,1.005439224,9.207443509,9.207825564,9.208230105,66,66,64,0.961923844,0.965748929,0.944392499,52.22793596,43.95476284,0
113.2922,38.26171741,-0.192509864,0.065310829,111.3666,37.96520255,-0.136226179,0.036418679,111.9487,36.60292431,-0.06758833,-0.007648124,9.149982399,9.148368579,9.153296594,225,224,219,0.99551508,0.996803174,0.992518361,1463.959019,1441.356604,1
161.5033,33.42544523,-0.859480453,-0.634370171,159.7608,31.80982841,-0.843370572,-0.629989307,158.1302,31.07205574,-0.839434981,-0.605628155,9.187580751,9.189343129,9.189942696,141,140,145,0.993851201,0.993777235,0.987315107,1117.260389,1011.865183,0
122.0642,42.1880253,-0.826548593,0.171734826,122.7855,38.74584997,-0.801391712,0.175631435,119.8037,36.02883521,-0.775356118,0.153891679,9.149028118,9.159563312,9.164211358,203,188,185,0.995629225,0.97711829,0.970711601,1779.829478,1501.24089,1
97.2853,32.20778328,0.911400778,0.225938588,100.4885,31.98027936,0.718423374,-0.196952753,105.4016,32.69801703,0.297046928,-0.701931272,9.152572235,9.154622639,9.154987293,213,213,212,0.957015053,0.936892532,0.856181894,1037.341304,1022.738268,0
153.1461,36.25346542,-0.491844009,-0.458985774,153.5821,31.70010189,-0.189588141,-0.536281235,150.0218,27.46724822,0.319749299,-0.76644682,9.180431576,9.187693349,9.192375557,200,193,166,0.99386102,0.983744537,0.97332509,1314.313755,1004.89646,1
101.8881,45.17842603,1.07897304,0.738537759,97.892,43.31266946,1.349980706,0.8249647,93.6659,42.00715983,1.313923509,0.766073368,9.112156311,9.113574917,9.109499725,234,224,224,0.992356893,0.993258489,0.983416628,2041.090178,1875.987336,1
133.6303,37.92922121,-0.945012704,0.068979249,130.0195,35.71750439,-0.895356948,0.061154282,128.6927,33.80787581,-0.807828418,0.036175616,9.169117708,9.171736649,9.174996094,201,191,182,0.990724,0.994143608,0.977739973,1438.625822,1275.74012,1
126.8177,47.06781986,-1.429277685,0.247389105,126.5404,46.12651263,-1.412710826,0.278931624,125.7698,43.47435805,-1.384521763,0.29844806,9.141174713,9.143939484,9.150847637,179,178,176,0.997154461,0.997037761,0.993262067,2215.379667,2127.655168,0
93.5138,38.56003124,-0.197077243,0.568561321,99.1128,34.7004449,-0.206905845,0.50751723,100.0552,31.3037658,-0.185086222,0.474103038,9.126078763,9.149556817,9.161783423,209,196,181,0.990226085,0.959101548,0.940824657,1486.87601,1204.120876,1
129.1585,23.13228864,0.699217575,-0.997634457,127.414,21.5588034,0.981277016,-1.052344354,124.4406,18.74028473,1.592166406,-1.167065124,9.192910095,9.194803914,9.198071916,135,136,131,0.993671475,0.976688854,0.957484401,535.1027778,464.782004,1
127.1417,22.89238347,0.586067894,-0.759955125,124.4377,21.3756899,0.79923148,-0.785397942,121.3301,18.81353061,1.134386171,-0.826700742,9.192984071,9.194565728,9.197550077,163,164,164,0.988475313,0.975653762,0.944563752,524.0612211,456.9201187,1
121.4434,32.84329454,-0.673941909,0.446353369,122.3938,30.06478873,-0.499077331,0.39034099,122.9347,26.42392544,-0.224299089,0.279250992,9.174262491,9.180392451,9.187200902,185,181,181,0.983868154,0.987650228,0.954690438,1078.681996,903.8915216,1
125.6644,32.78800349,-0.114901392,0.688895294,125.2259,30.52978659,0.004637054,0.660145134,125.3217,28.01397168,0.169161134,0.544764353,9.177341032,9.181402383,9.185733205,187,184,185,0.988609948,0.986957615,0.968706957,1075.053173,932.0678692,1
111.9884,25.02549231,0.348410037,0.857639057,113.3239,22.56767132,0.66982875,0.957989882,113.8312,20.32338325,1.024750354,1.014442647,9.186409059,9.191390677,9.195093496,174,162,156,0.993567633,0.994403974,0.989917836,626.2752654,509.2997888,0
127.9647,14.44488331,4.520570661,1.701453903,129.4288,14.24694811,4.451644586,1.714966027,131.4881,13.3733862,4.770895772,1.756064836,9.2042956,9.20458998,9.205419797,124,124,125,0.978641289,0.982722978,0.971711095,208.6546539,202.9755306,0
114.7344,27.46589989,1.435337982,-0.495878802,114.6534,26.73317917,1.336939173,-0.531675121,114.7555,26.79509134,1.428142192,-0.677995876,9.178586317,9.180374767,9.179862792,188,179,177,0.992236507,0.993262098,0.982141647,754.3756566,714.6628684,0
151.0887,21.10689064,-0.352174075,-0.049620925,152.0317,20.25082455,-0.395321208,0.007766364,152.8183,19.40788719,-0.325094893,0.035163048,9.200471494,9.201401467,9.202228211,146,137,133,0.992098906,0.991555277,0.980279399,445.5008323,410.0958951,0
96.6887,12.57757498,7.532304792,2.524692149,99.7035,11.16158536,7.329441537,2.41995019,104.2558,10.24307407,6.505420851,2.167746369,9.202613516,9.204533397,9.205796095,118,110,112,0.9623127,0.97989325,0.955452263,158.1953923,124.5809878,0
95.8926,13.71042907,8.190528644,2.19037935,98.5535,12.26772749,10.40679129,2.449492617,101.3552,11.18063652,10.70847992,2.40866293,9.20090491,9.203184139,9.204667324,156,155,149,0.962478548,0.975059514,0.948226727,187.9758652,150.4971378,0
135.7563,38.66567095,-0.972557867,0.066480915,135.8406,33.90853568,-0.902226516,0.031863914,133.5324,29.27671345,-0.770448248,-0.080342092,9.168806592,9.17852533,9.185687661,190,183,168,0.993054932,0.988233737,0.971542572,1495.03411,1149.788792,1
92.8428,14.47446331,2.466775121,0.683732476,94.2031,14.98209099,2.302317607,0.702605914,95.9928,14.41566329,2.595954601,0.753009711,9.198395713,9.197929018,9.199293669,143,142,141,0.98121718,0.991440136,0.97993737,209.5100882,224.4630504,0
184.074,11.06609796,1.842358472,0.36218643,190.0249,10.95951094,1.938563772,0.365339633,196.2708,10.91552414,1.862545618,0.321834976,9.208541299,9.208684464,9.208799302,113,116,113,0.983776563,0.983292965,0.970996956,122.458524,120.11088,0
104.1797,23.89117008,3.799687148,1.807496865,101.9448,25.31661417,4.015695561,1.862696162,101.3917,24.74484332,4.195798246,1.876580977,9.186576005,9.182744703,9.183658892,167,168,168,0.967067828,0.982681579,0.946096039,570.7880079,640.930953,0
128.9587,28.2932005,-0.512634114,0.435644469,129.5743,26.77715966,-0.5005281,0.382191318,128.3925,24.82683314,-0.438739151,0.245362267,9.186593795,9.189191024,9.191648353,153,144,138,0.993701121,0.983072795,0.966666861,800.5051943,717.0162795,1
134.5441,31.88983937,-0.451569608,0.081787648,132.8123,30.34742936,-0.323310108,0.092212579,133.1996,28.77008446,-0.241924982,0.057672693,9.181719238,9.183770355,9.186573877,200,196,189,0.993477189,0.991828505,0.980888153,1016.961855,920.9664687,0
135.5447,22.67602262,0.829177757,-0.958103407,133.619,21.41146513,1.002885984,-0.958521613,130.297,19.08018844,1.247700627,-0.904271788,9.195268662,9.196556062,9.198939426,157,154,144,0.993341204,0.981242606,0.962024971,514.2020019,458.450839,1
124.9242,20.63684701,3.199546339,-1.447977146,125.9847,18.89891177,6.421689089,-1.943394653,127.5594,16.9986197,11.36344762,-2.738327019,9.194957812,9.197282538,9.199699253,172,168,164,0.983763053,0.95827206,0.92390456,425.8794544,357.1688659,0
163.2981,28.09588647,-0.277444682,-0.450086432,153.0656,23.13476813,-0.187413833,-0.19566063,137.3418,18.66930563,0.328057603,0.278798662,9.194929157,9.198675892,9.201127138,172,159,144,0.969827847,0.956881624,0.883860947,789.3788364,535.2174966,0
98.0759,15.1680038,5.582310756,1.140290347,99.8593,14.7813025,5.930387562,1.131416638,101.7366,14.06089686,5.892246604,1.00899467,9.198728278,9.199684189,9.200989143,181,179,174,0.976709718,0.974332373,0.945153482,230.0683392,218.4869035,0
134.0225,34.7577156,-0.5683209,0.13335972,132.7597,33.27804015,-0.587456972,0.132997583,129.0386,30.97593114,-0.572585427,0.11996557,9.176135844,9.17844151,9.181097636,194,189,185,0.997416717,0.996940586,0.993281687,1208.098794,1107.427956,1
128.9386,34.3017176,-0.468266164,0.274771918,126.8225,33.2142318,-0.392598174,0.310195552,125.7271,31.80958072,-0.252403337,0.299857442,9.174753975,9.175958004,9.178200345,184,178,176,0.991687655,0.990030173,0.975117311,1176.60783,1103.185194,0
123.7596,30.65357088,-0.925338401,-0.16421539,124.6128,27.84996367,-0.902397635,-0.112022924,124.7019,25.3238077,-0.848430057,-0.046988358,9.178543301,9.184698786,9.189343957,166,154,143,0.995559948,0.994715203,0.98931132,939.6414078,775.6204762,0
127.6075,34.7965177,-0.857848513,0.198541821,128.0345,30.56436667,-0.686302544,0.135343098,127.2497,26.70868304,-0.464392993,-0.022516099,9.172812808,9.181498573,9.187834824,181,170,165,0.987432323,0.978973371,0.946995594,1210.797644,934.1805098,1
100.242,12.36223426,4.046869751,0.994103697,102.2324,12.11149827,4.278491388,1.022578832,104.1595,11.62975751,3.868401031,0.915160086,9.202926088,9.203498606,9.20423659,162,162,154,0.974111781,0.973005408,0.943627465,152.824836,146.6883902,0
120.2129,41.96926225,-0.910839365,0.627038041,120.2624,41.03936581,-0.872980194,0.659425652,119.9975,38.90684636,-0.833950379,0.678694421,9.151667867,9.154480942,9.15997308,179,177,175,0.996973375,0.996406001,0.992399306,1761.418974,1684.229546,0
141.7975,39.17852337,-0.16585579,-0.648126155,136.9476,37.88698529,-0.308178465,-0.550620244,135.7476,35.66537949,-0.291711299,-0.497264735,9.16786287,9.168283003,9.172878271,208,212,212,0.991959394,0.993567897,0.980198428,1534.956694,1435.423654,1
111.7102,36.23348473,-0.409051142,0.357914304,109.3986,33.98245015,-0.274286481,0.369113614,105.3798,32.68614006,-0.118794739,0.302014312,9.157464128,9.161903905,9.161512059,209,206,212,0.98993387,0.989885454,0.968299248,1312.865416,1154.806918,1
129.6155,31.82038434,4.550971118,2.203193952,126.0835,30.60623675,5.038900424,2.328229658,125.3986,28.86743698,5.289430843,2.306816553,9.184045424,9.184815193,9.187173529,173,163,167,0.983699288,0.962476248,0.956015134,1012.53686,936.7417278,0
149.5671,33.28273873,-0.43332248,-0.069258455,150.434,30.00369384,-0.368479772,-0.077456383,148.165,27.19269341,0.069420308,-0.118196296,9.184860563,9.189962486,9.193056824,203,194,194,0.992335461,0.978256465,0.961791469,1107.740698,900.221644,1
148.9861,34.87990405,-0.5306034,-0.450617217,147.4727,32.3405296,-0.388064966,-0.47536634,142.5269,29.37431321,-0.065132084,-0.550261764,9.181165647,9.184804163,9.187714446,177,177,176,0.992865231,0.988432677,0.970024196,1216.607707,1045.909855,1
123.5556,38.28706973,-0.620634604,0.178834332,121.5828,38.46863585,-0.589470836,0.197204589,120.3459,36.80405213,-0.523640717,0.178019566,9.161292837,9.159224727,9.162525824,190,195,199,0.99335926,0.989051988,0.975483077,1465.899709,1479.835944,0
149.2815,36.37069504,-0.591165923,-0.132626645,149.8991,32.05452416,-0.508172977,-0.178051487,147.035,28.70479707,-0.147739787,-0.281717679,9.179492656,9.18667684,9.190527435,209,191,193,0.991842652,0.981143333,0.963012313,1322.827458,1027.492519,1
100.5542,16.59989344,1.299934924,0.526532605,100.9954,17.19366682,1.309822805,0.566892108,102.1351,16.72187932,1.362960182,0.587476195,9.196871386,9.196048672,9.19713655,135,136,137,0.985020898,0.990145926,0.974390816,275.5564624,295.6221788,0
101.2442,15.88045233,1.592999497,0.574461288,102.2778,16.24683437,1.77352576,0.65621619,103.804,15.80570732,1.964283961,0.707753862,9.198203851,9.197942925,9.198973168,135,138,136,0.984050944,0.992196408,0.97980787,252.1887664,263.9596272,0
130.154,37.28438928,-0.914252722,0.382744214,129.1179,34.34160741,-0.912877077,0.388385122,128.7789,30.73422872,-0.889974447,0.383883222,9.169722999,9.175382839,9.182200738,164,151,147,0.993051311,0.993560143,0.979360871,1390.125684,1179.346,1
134.1231,21.58229243,1.48149618,-1.088386181,131.6933,20.36474,1.681466808,-1.099961241,127.903,18.09804384,2.10441059,-1.12271751,9.196286565,9.197396129,9.199567076,155,151,144,0.992896264,0.977449973,0.957969054,465.7953464,414.7226351,1
116.6523,33.13662633,-0.316720174,0.582553735,118.2575,29.98515622,-0.013120908,0.684298413,118.748,27.49224429,0.370897593,0.78959946,9.171017701,9.179225313,9.18453652,200,198,197,0.995336035,0.996589927,0.9926919,1098.036005,899.1095938,0
75.0345,15.24605883,1.628612468,0.592331516,92.0428,15.94248312,1.455849993,0.462121781,105.2561,15.78358998,1.404308584,0.388947988,9.189950311,9.195434633,9.199142423,130,129,127,0.966182474,0.985241054,0.94389332,232.4423098,254.1627682,0
126.9949,32.62363367,0.239811539,0.530594215,127.3412,31.70071581,0.346971334,0.607092339,130.4854,31.33221325,0.385968475,0.619764113,9.17775947,9.17995721,9.182105147,196,187,189,0.98698025,0.991132692,0.969485562,1064.301474,1004.935383,0
111.3262,27.15183592,0.046778083,-0.721118303,111.3681,26.34846869,0.101731587,-0.776447693,112.0116,24.60507804,0.279245078,-0.877726522,9.177588028,9.179499594,9.183775628,143,142,131,0.996838645,0.988755358,0.979756106,737.2221936,694.2418024,1
108.2363,30.56150295,-0.911277195,0.562973046,110.9842,27.44244068,-0.859715596,0.581819244,112.308,24.52450481,-0.720422218,0.61985136,9.171653297,9.180669433,9.187206561,139,133,134,0.989153878,0.990115919,0.982587629,934.0054623,753.0875504,0
83.6051,31.41499569,-0.554802337,-0.266100914,86.6139,33.54298178,-0.892946991,-0.329403989,91.4483,37.77537726,-1.242304448,-0.254261562,9.132163887,9.126862549,9.116345107,195,197,190,0.965432762,0.963131329,0.897877384,986.901954,1125.131627,0
133.5702,38.31728947,-0.928166791,-0.049319472,132.6915,34.45896005,-0.796543256,-0.104917461,130.4449,30.36145194,-0.533875328,-0.224965501,9.167616771,9.175323006,9.182051359,189,179,174,0.991759371,0.987359548,0.967124384,1468.214672,1187.419928,1
154.2531,39.88639167,-0.740296147,-0.417361551,154.6022,35.83678215,-0.540516665,-0.492451576,151.5008,31.92906199,-0.239428641,-0.61794367,9.174583089,9.181673332,9.186569897,199,196,192,0.994200321,0.990659025,0.977020604,1590.92424,1284.274955,1
