mean_r,std_r,kur_r,skew_r,mean_g,std_g,kur_g,skew_g,mean_b,std_b,kur_b,skew_b,entropy_r,entropy_g,contrast_r,contrast_g,contrast_b,corr_rg,corr_rb,corr_gb,moment_r,moment_g,moment_b,label
179.4122,23.69901456,2.344022144,-1.746139077,177.0068,22.4695517,2.318737371,-1.735322068,175.1379,22.06464329,2.216212537,-1.700572207,9.200767747,9.201542741,9.201696567,127,126,126,0.973079563,0.980281983,0.965140864,561.6432912,504.8807538,0
102.84,16.60431269,1.177442805,0.317915697,103.3079,17.20870993,1.183525765,0.421538557,104.3211,16.87125943,1.134611401,0.421221045,9.197292042,9.196529827,9.197330952,144,146,143,0.985681832,0.990587569,0.979259241,275.7032,296.1396976,0
134.1752,17.22269157,0.292196554,-0.284375818,133.0314,15.94513136,0.52716355,-0.303850846,131.2779,13.68147184,1.238864844,-0.373067321,9.20191814,9.203002125,9.20479295,150,148,142,0.993734938,0.980101415,0.962034791,296.621105,254.247214,1
132.351,19.79162447,0.964778538,0.624327402,138.6126,19.9868337,0.569613216,0.54692031,143.9528,20.34129721,0.170398235,0.407242692,9.199357424,9.200100689,9.20044949,138,134,135,0.960009379,0.982746802,0.917871669,391.708399,399.4735212,0
104.8834,22.16547325,2.470733441,1.450251536,102.1785,21.82032167,2.404966237,1.44002283,103.4268,21.31128438,2.434507319,1.40832911,9.189601514,9.18916509,9.190539507,167,164,165,0.976193456,0.986394098,0.956557428,491.3082044,476.1264377,0
131.6807,36.79051165,-0.638980051,-0.034772371,131.2132,33.57814983,-0.557580495,-0.062270996,129.5747,30.41415493,-0.438609191,-0.144478177,9.169752127,9.176395053,9.181717927,189,179,177,0.994167028,0.990915343,0.977536971,1353.541748,1127.492146,1
122.2407,20.96224615,0.383750334,-0.588754198,122.0435,19.75454398,0.691152556,-0.653237775,121.9421,17.59319038,1.389512506,-0.790597968,9.194836122,9.196512217,9.199337235,139,141,146,0.993465367,0.981321309,0.96251769,439.4157635,390.2420077,1
106.782,37.99945626,0.429230292,0.941512571,105.6412,35.82429431,0.616279504,0.959384586,104.4821,33.75554295,0.796697192,0.931458037,9.150521446,9.155975141,9.160676697,214,210,210,0.992152123,0.98879806,0.972110749,1443.958676,1283.380063,1
119.0923,19.61626827,2.84913671,0.722591292,122.4601,18.03518805,2.949190072,0.887893251,124.8309,17.15546284,3.181388172,0.921312119,9.19700368,9.199770457,9.201139046,153,138,141,0.974168941,0.984934501,0.953482367,384.7979807,325.268008,0
153.4415,44.5665096,-1.113620986,-0.403538028,148.7632,42.17200642,-1.111800824,-0.363316423,141.9487,37.82312082,-1.062533171,-0.346312222,9.165109563,9.167535492,9.172769922,187,183,189,0.995250109,0.987263639,0.978064746,1986.173778,1778.478126,1
133.1086,30.05823025,-0.53526863,-0.008735481,134.9509,28.7304697,-0.324049252,-0.034578906,135.6753,27.05429485,-0.139368887,-0.028573772,9.184243625,9.187089881,9.189980557,193,199,196,0.991624471,0.99393412,0.9812285,903.497206,825.4398892,1
165.9732,41.99935573,0.892736307,-1.269314274,162.5249,40.40738274,1.004110866,-1.29795567,154.735,37.756027,1.205397995,-1.338200744,9.172612709,9.173927887,9.175190804,206,199,189,0.991005885,0.985939094,0.971559841,1763.945882,1632.75658,1
183.2909,41.07516132,0.822821835,-0.958479421,166.2412,41.6516461,0.630517685,-0.859626886,151.2286,40.24307073,0.447037024,-0.733149731,9.182199545,9.174800482,9.170360459,219,229,231,0.967252969,0.97056267,0.89373373,1687.168877,1734.859623,1
75.348,6.930533601,21.01107694,3.522494838,81.2174,6.118229911,20.75897594,3.414642164,85.2002,5.718681663,19.58108624,3.280108909,9.206462978,9.207697926,9.208223285,97,88,83,0.863769418,0.929336024,0.901799085,48.032296,37.43273724,0
129.5531,48.3558102,-0.784422849,0.179797652,127.068,46.42412924,-0.755312214,0.140527522,124.88,43.57091232,-0.643168382,0.070623935,9.137959639,9.140713608,9.146365203,235,238,233,0.994463323,0.992944202,0.980933019,2338.28438,2155.199776,1
109.9191,17.24395416,2.944799092,1.231360867,116.3044,16.84906349,2.776961082,1.274303236,122.54,16.41109381,2.388586795,1.208368409,9.198583941,9.200319499,9.201735854,141,139,137,0.959559393,0.978811935,0.925282204,297.3539552,283.8909406,0
146.6303,36.43544458,-0.541340697,-0.102902433,146.9681,31.94385203,-0.337332472,-0.223752977,144.9212,28.23196753,0.034987117,-0.445985769,9.178249124,9.185725916,9.190349559,197,180,182,0.990815869,0.98587494,0.961799275,1327.541622,1020.409682,1
176.229,21.07518349,6.87795814,-1.966158414,182.0592,21.29601595,6.99386859,-2.030259848,188.6223,21.25865101,7.052552707,-2.065730004,9.202380761,9.202730158,9.203302449,223,220,212,0.991531656,0.991372501,0.984168855,444.163359,453.5202954,0
138.5944,30.34726493,0.004920902,-0.044552772,136.3902,29.42405383,0.064918405,0.039800582,133.4273,27.49406326,0.167121872,0.134653066,9.185662641,9.186553365,9.188826717,198,202,198,0.994720982,0.993193409,0.985225428,920.9564886,865.774944,0
137.1816,33.55516088,-0.364277667,-0.113913656,136.1138,32.02183083,-0.430205827,-0.05872704,133.6959,29.47520353,-0.424871642,-0.009612636,9.179241353,9.181813199,9.185475915,202,188,181,0.995639541,0.994484624,0.987228487,1125.948821,1025.39765,0
177.4418,25.16568721,4.117905535,-1.689137776,174.4557,24.09283374,4.700416548,-1.809968592,165.7476,22.9593618,6.08734316,-2.030979159,9.199096736,9.199637919,9.199379936,174,176,178,0.987068565,0.975918278,0.94962956,633.3118128,580.4646375,1
125.0344,38.69893043,-1.012528923,0.115996514,125.2124,36.37326884,-0.979214706,0.142456372,124.6588,33.55588447,-0.909962318,0.148398372,9.161429957,9.167494482,9.173658233,203,201,197,0.996335126,0.996197102,0.989406746,1497.607217,1323.014686,1
110.8307,22.69001625,3.165284027,1.343057774,115.4134,22.80763689,3.176219845,1.216782646,119.9562,22.51894051,3.111289472,0.954656282,9.190594157,9.191731185,9.193206606,188,189,194,0.970318127,0.982815358,0.935102755,514.8368375,520.1883004,0
139.9262,44.54882438,-0.691873345,-0.337453362,137.0264,42.57116751,-0.56247517,-0.439323147,134.0372,40.04590386,-0.294656593,-0.617945684,9.154963496,9.157027092,9.16011421,203,197,188,0.997105403,0.994354219,0.986723851,1984.597754,1812.304303,0
128.1602,26.948175,1.265252592,0.811736818,125.9044,25.3909996,1.742373072,0.899532414,126.2987,23.07129121,2.403514059,0.929561193,9.188875306,9.190669407,9.19416654,203,195,191,0.981701522,0.972115324,0.93512046,726.204136,644.7028606,0
177.5634,13.4220632,8.172005369,-0.929949956,183.0746,13.47032423,8.880160932,-1.057485832,189.6337,13.3888134,8.474487832,-1.01382425,9.207376172,9.207524549,9.207757554,180,183,181,0.989709442,0.987053582,0.979417021,180.1517804,181.4496348,0
121.1679,35.41779933,-0.051652148,0.697234305,121.3159,32.72570713,0.062462894,0.692038607,120.3223,30.9002981,0.092311675,0.568440351,9.168995509,9.175061728,9.177960302,197,194,188,0.986156827,0.988343386,0.961348895,1254.42051,1070.971907,1
124.9072,38.4015519,-1.095823765,0.078104879,125.3004,35.71731457,-1.083344758,0.101664544,124.8373,32.661366,-1.052664764,0.104646217,9.161953544,9.169004486,9.175638392,195,189,179,0.997210094,0.995781181,0.990635394,1474.679188,1275.72656,1
123.2915,35.09262213,-0.0938693,0.315945444,122.8669,33.50666179,-0.039003317,0.294399746,123.1756,31.6510089,0.047563384,0.21689567,9.169418524,9.17274722,9.176783329,198,198,193,0.99299718,0.992360816,0.981905178,1231.492128,1122.696384,1
142.7628,34.65102215,0.04351405,0.183431549,142.5145,30.83752892,0.473874451,0.349394974,142.643,27.61697215,1.062928571,0.497224452,9.180435476,9.18691653,9.191760925,209,201,203,0.986682352,0.984354111,0.953468095,1200.693336,950.9531897,0
118.2229,25.66709987,1.275557086,1.044841415,118.0474,25.67997962,1.463294601,1.055362877,119.8995,24.33691023,1.609228691,1.05327818,9.187926906,9.187828781,9.190683713,168,174,171,0.98668859,0.989401412,0.97015765,658.8000156,659.4613532,0
152.0825,38.00732947,0.53653989,-0.996797715,148.1203,37.72881429,0.490204641,-0.93027088,141.397,36.34468862,0.465841698,-0.815322011,9.174695852,9.173405536,9.173066633,212,213,217,0.994147451,0.991073526,0.978232793,1444.557094,1423.463428,1
178.9577,20.97780519,-0.548572667,-0.247382632,175.4128,19.75908895,-0.453854758,-0.330311818,177.2224,17.69279905,-0.100749776,-0.466943519,9.203361791,9.203880226,9.205253303,129,128,123,0.996324177,0.987051745,0.974809051,440.0683107,390.4215962,1
159.0685,37.54752466,-0.263405756,-0.705112916,158.3605,33.2183073,-0.102593332,-0.744306128,153.9452,29.55850126,0.188661516,-0.823981672,9.179921021,9.186551686,9.190444361,201,178,168,0.991787677,0.990105446,0.974941726,1409.816608,1103.45594,1
136.8629,23.66461712,1.09620429,0.400333109,142.5703,22.02223099,1.467667646,0.445684041,147.1999,21.22893167,1.833192511,0.394133557,9.195425648,9.198476505,9.199966023,184,175,184,0.953933618,0.975231817,0.888241662,560.0141036,484.9786579,0
144.095,24.29941923,0.24435415,-0.308384822,142.7952,21.71926465,0.144278849,-0.177837165,140.5439,20.30185392,0.337557286,-0.127383825,9.195614814,9.198512772,9.199710017,168,151,154,0.986100449,0.991015544,0.973687636,590.461775,471.726457,0
90.1782,14.63029203,1.568017332,1.350885091,90.0005,13.05952908,1.597804512,1.365844306,93.9272,11.8169497,2.514413739,1.493397716,9.197934264,9.200372266,9.202829662,109,95,93,0.976596522,0.988908315,0.982595056,214.0454448,170.5512998,0
107.9186,18.42731055,9.628949822,2.5448383,109.472,16.75344192,10.74075945,2.711952749,111.0466,15.12597198,11.78825461,2.832286502,9.197258856,9.199808851,9.201950727,187,176,168,0.970903686,0.970726929,0.944314839,339.565774,280.677816,0
118.573,10.46771565,4.591331186,-0.948102738,113.912,9.994311182,5.347037289,-1.033629583,112.6935,9.417598301,5.120762328,-0.954320314,9.206283903,9.206319414,9.206712288,107,108,105,0.97249561,0.970846049,0.949358334,109.573071,99.886256,0
137.4124,27.71189142,0.473296471,-0.095856705,134.8357,25.07739431,0.583525994,-0.075336267,133.3508,24.60153124,0.746938262,-0.1346113,9.18928438,9.192538141,9.192743579,191,183,183,0.983733892,0.984033988,0.953789399,767.9489262,628.8757055,1
140.1672,33.24609517,-0.892472234,0.423017278,141.2478,30.39892095,-0.844283048,0.37780115,140.7451,26.09220431,-0.727834201,0.227589636,9.182618607,9.187431011,9.193165905,159,151,144,0.995105942,0.994750344,0.988236257,1105.302844,924.0943952,1
126.9492,22.5573673,-0.718679465,-0.332292256,125.0239,20.69107365,-0.551473942,-0.325479292,122.485,17.2524136,-0.170683461,-0.347186677,9.194027309,9.196226893,9.200154283,142,137,120,0.99257358,0.980716336,0.959634048,508.8348194,428.1205288,1
123.5977,18.14915576,3.230851012,0.761258299,124.9423,18.75942352,3.492125066,0.758261729,125.9379,18.43228807,3.776072461,0.790220243,9.199759167,9.199264008,9.199823288,177,189,191,0.985693898,0.992862221,0.981122415,329.3918547,351.9159707,0
110.2081,9.093337912,0.254478068,-0.385574297,108.3823,9.816605661,-0.009854657,-0.33223931,114.3711,12.05353827,-0.310252133,-0.218527713,9.206886853,9.206179515,9.20471474,71,72,79,0.958524389,0.952962101,0.87489013,82.68879439,96.36574671,0
155.1299,29.1533879,0.671935518,-1.350741312,154.5864,28.76854767,0.649430007,-1.340592214,153.614,28.15347588,0.647597423,-1.335264547,9.190660809,9.191082716,9.191707598,153,153,153,0.994751075,0.992421638,0.99132574,849.920026,827.629335,0
104.6597,44.63662729,-0.229707625,0.197005545,104.1685,45.18799075,-0.288067892,0.178119825,105.2373,44.83667906,-0.323125195,0.157696206,9.113470148,9.10962405,9.113281749,243,246,249,0.99669357,0.997002428,0.992320334,1992.428496,2041.954508,1
118.6116,23.27030179,1.020890725,-0.70594387,121.7822,20.7353361,4.076733421,-1.400822446,125.4254,19.71527922,7.08428899,-2.24388386,9.189431461,9.193841657,9.19563871,168,168,160,0.964331407,0.903452082,0.814814032,541.5069454,429.9541632,0
132.3259,21.67367272,0.581580262,-0.77630929,129.8849,20.43311166,0.806932845,-0.807467312,126.5145,18.09145074,1.035729484,-0.803051699,9.196081183,9.197192932,9.199549735,148,147,137,0.989012256,0.980001319,0.949155392,469.7480892,417.512052,1
123.1717,38.70743881,-0.663596795,0.19858991,122.7993,36.17431713,-0.626032709,0.153851816,122.4883,33.7310697,-0.535167044,0.022600994,9.159936536,9.165977638,9.171150189,190,184,180,0.994886942,0.993291526,0.984946477,1498.265819,1308.58122,1
112.1852,25.49807249,5.178111871,1.642730949,112.8787,24.04062783,6.232640586,1.79431167,112.8975,22.41118011,7.204932215,1.850016159,9.186418084,9.189423548,9.192096114,230,226,225,0.980660455,0.980753242,0.953786873,650.151701,577.9517863,0
116.5737,38.3462719,-0.196722551,0.176449327,116.2541,38.39171699,-0.217948186,0.129169786,117.1661,37.30826598,-0.221272875,0.069795658,9.154263819,9.153468066,9.157296044,222,220,219,0.996763235,0.996542116,0.992153993,1470.436568,1473.923933,1
121.2061,35.16693934,-0.450472982,0.302901275,120.1999,33.39937634,-0.413930238,0.313076583,117.1729,30.75057082,-0.358030138,0.281704564,9.167993819,9.171587599,9.175701678,195,189,185,0.996939042,0.994534146,0.988813641,1236.713623,1115.51834,1
115.271,37.64209026,0.214398001,1.124411004,114.937,37.62211359,0.250474093,1.145400876,115.7824,36.28201001,0.313650649,1.155321243,9.161220247,9.161100174,9.165130842,193,197,193,0.991421008,0.99381643,0.98469302,1416.926959,1415.423431,0
126.5305,49.92232637,-0.896586355,0.199113255,124.4792,47.99308249,-0.849989447,0.182735929,123.0636,45.53706792,-0.728465928,0.114701301,9.129729145,9.133256804,9.138683817,221,218,219,0.993456439,0.993732755,0.980155564,2492.23867,2303.335967,1
146.8841,31.5923704,-0.518720207,-0.144298947,147.9569,28.36082584,-0.37815125,-0.187140286,146.8505,25.64571211,-0.140767159,-0.296409794,9.186455923,9.191409794,9.194571276,177,172,169,0.992977035,0.990212589,0.976681036,998.0778672,804.3364424,1
126.1909,34.30124862,-0.264503975,0.315653828,126.6274,32.46619733,-0.058386823,0.280413443,128.6767,30.67714747,0.090630497,0.186472616,9.17318112,9.177158215,9.181460882,201,202,196,0.993410728,0.990321872,0.977590189,1176.575657,1054.053969,0
117.7501,23.62508942,2.012961844,1.131661238,118.411,21.96746865,2.181726704,1.191557193,121.762,21.94870739,2.637841638,1.244158406,9.191198363,9.193991439,9.194911744,167,157,182,0.970258415,0.978729758,0.943740781,558.14485,482.569679,0
98.9606,16.22169065,2.195154329,0.856666658,101.0934,15.23509358,2.376196073,0.89760648,102.8943,14.20091291,2.303071234,0.810588694,9.197273324,9.199302315,9.201033045,153,152,148,0.98756155,0.982435075,0.966495025,263.1432476,232.1080764,0
123.546,38.05656164,-0.852790292,0.256866248,124.1344,36.12751772,-0.795705828,0.242830137,124.5697,33.22481816,-0.699619885,0.177688111,9.16250932,9.167635093,9.17430827,209,212,192,0.996355539,0.994913901,0.986186933,1448.301884,1305.197537,1
96.5923,14.97313196,1.116978197,0.517921825,97.3978,15.61796898,1.331021598,0.574457674,98.5887,15.17849572,1.41496846,0.631583085,9.198471101,9.19767101,9.198694534,127,129,126,0.982569113,0.989864717,0.975880175,224.1946807,243.9209552,0
129.1315,21.73188459,0.504027577,-0.636834599,127.1038,21.42009397,0.55126408,-0.649888949,125.3446,19.88364783,0.540808326,-0.599104495,9.195381815,9.19532259,9.197132483,159,161,150,0.966697641,0.981498597,0.922536787,472.2748078,458.8204256,1
131.9528,30.12676173,0.803846924,0.797187099,132.7625,30.16147367,0.801190711,0.819596961,133.1749,30.04072086,0.847374105,0.820718171,9.185100163,9.185400585,9.185743269,207,202,208,0.992658974,0.995362041,0.988053571,907.6217722,909.7144938,0
152.6993,44.15703205,-0.909069477,-0.400934274,148.8923,42.48262587,-0.865045264,-0.420758368,144.0678,40.26018881,-0.74761119,-0.46136109,9.165318943,9.166455633,9.168076101,214,217,216,0.996580635,0.995357983,0.989119519,1949.84348,1804.773501,1
128.4036,37.11251146,-0.670164251,0.332784121,126.9198,34.71913259,-0.616900704,0.301813276,125.4647,32.31778696,-0.484395256,0.195539735,9.168540802,9.172825683,9.176744717,192,185,189,0.991113477,0.99155868,0.978807566,1377.338507,1205.418168,1
149.4835,37.55524102,-0.695294143,-0.252729288,149.7875,33.30810327,-0.446460864,-0.303382732,146.4729,28.33105832,-0.30561524,-0.55741675,9.177169304,9.184433548,9.190560285,207,200,174,0.992122354,0.98454557,0.965994776,1410.396128,1109.429744,1
141.0747,40.75731247,-0.93659247,-0.231190858,139.614,36.54746782,-0.816461577,-0.280574997,136.3542,32.32453468,-0.609700582,-0.390069159,9.166146295,9.174149465,9.180562427,200,189,183,0.994912911,0.989855981,0.97753372,1661.15852,1335.717404,1
140.4111,43.63724438,-0.558787502,-0.437706117,137.9342,41.49893336,-0.52306016,-0.449209726,132.2556,38.74845376,-0.496151165,-0.431035157,9.157039054,9.1605546,9.163403106,221,216,215,0.994962404,0.985835239,0.970555991,1904.209097,1722.16147,1
127.7855,26.61918274,0.19813184,0.786437329,132.7642,26.40675668,0.570426432,0.947052578,137.6416,25.8136582,0.902119607,1.001589342,9.189397853,9.19141565,9.193524266,153,160,166,0.979176911,0.98320953,0.944953204,708.5808898,697.3167984,0
127.281,38.41883443,-0.554698467,0.325178501,126.1887,37.2452157,-0.476804303,0.33377791,125.2308,35.46049818,-0.389191063,0.311953956,9.164577903,9.166608036,9.170008752,195,194,194,0.992329084,0.99148537,0.97631204,1476.006839,1387.206092,1
121.4479,30.44477764,-0.046715122,0.337607086,118.0975,29.97905925,-0.033971577,0.35128168,115.7397,29.14795265,-0.03450663,0.326791957,9.178824384,9.178046136,9.178491934,193,187,180,0.987841715,0.989113919,0.971676238,926.8844856,898.7439938,0
190.243,38.93562059,-0.86501889,-0.183406426,187.6929,36.78320255,-0.779242242,-0.173269747,189.5474,33.061799,-0.630075513,-0.1915036,9.188778464,9.190610837,9.194753667,189,183,172,0.996492449,0.994665081,0.9855599,1515.982551,1353.00399,1
123.7953,37.6764807,-0.875215191,0.219863011,123.9633,35.75988749,-0.840591594,0.222705216,123.6666,33.38402679,-0.77763191,0.193264403,9.163497103,9.168344517,9.173513412,203,190,183,0.997360132,0.996480378,0.990710498,1419.517198,1278.769553,1
107.7424,21.89686832,2.711318112,1.062810661,111.0424,20.91115975,2.987179662,1.183917459,113.6992,20.52402785,3.245545478,1.265166455,9.190545032,9.193441954,9.194863636,181,166,161,0.975394315,0.980467854,0.956087823,479.4728422,437.2766022,0
106.3565,28.67921212,0.694917253,0.837786981,108.3633,25.60839146,1.176100259,1.010551829,109.726,23.0311859,1.880424582,1.166590918,9.175384856,9.183785743,9.18950374,207,191,192,0.98974121,0.991231578,0.977302094,822.4972077,655.7897131,0
206.957,27.77598155,1.871818475,-1.101436697,195.6174,27.18685744,2.042027602,-1.105058131,185.3697,26.04221615,2.16291649,-1.12515262,9.20070806,9.199966112,9.199710953,188,194,192,0.99058425,0.983881823,0.957245406,771.505151,739.1252172,1
119.2643,28.60727959,-0.013839379,0.328000271,118.8526,26.91211016,0.020691336,0.43157447,118.6365,23.98201342,0.139810331,0.50836149,9.181546834,9.184938973,9.19021823,180,174,167,0.994326536,0.989053387,0.978726227,818.3764455,724.2616732,0
126.9498,24.73368311,2.581877889,0.120169592,124.9409,23.66927982,3.304450791,0.22726009,122.7173,21.12498948,3.885412472,0.249334721,9.190868739,9.192027903,9.195274936,211,208,196,0.991419502,0.977519095,0.953125781,611.75508,560.2348072,1
145.7854,45.18432855,-0.718751573,-0.242509041,143.0139,42.99841051,-0.702560887,-0.250174447,137.3897,39.61205667,-0.653714254,-0.297162514,9.158769948,9.16194088,9.165793915,230,225,220,0.997225594,0.995862135,0.989913489,2041.623547,1848.863307,1
132.4662,37.6190066,-0.801171907,-0.105070189,131.5435,34.22311949,-0.656553176,-0.174657569,129.2614,30.85065429,-0.474353895,-0.27715596,9.168150564,9.174879877,9.180384734,190,189,184,0.990199866,0.985447585,0.959552116,1415.189658,1171.221908,1
155.397,31.3671674,0.265930525,-0.766215547,147.3048,31.47618301,0.388719859,-0.815178523,138.7607,27.84952487,0.529235685,-0.849058031,9.188314312,9.185367217,9.188404955,171,181,169,0.987792882,0.982714282,0.957003973,983.899191,990.750097,1
117.2805,14.60963448,1.593522595,0.78793464,117.3352,14.19416221,1.677136703,0.754038487,117.7168,13.80921423,1.910372317,0.815454079,9.202754659,9.203172348,9.203611639,118,116,112,0.986471647,0.985182564,0.971666901,213.4414197,201.474241,0
130.3159,8.93631396,2.590089427,0.735462102,130.0197,8.737408764,2.670368148,0.7118112,130.793,8.5261686,2.652306829,0.599251861,9.208018956,9.208109261,9.208235075,107,105,106,0.987092293,0.981356451,0.973555017,79.85770719,76.34231191,0
117.2444,32.40078191,-0.319415975,0.126809424,119.2685,31.65859137,-0.202078962,0.13642914,119.7797,29.90013659,-0.070422502,0.185616369,9.171223017,9.174297182,9.178681001,210,211,207,0.993918518,0.995424144,0.989544707,1049.810669,1002.266408,1
130.6555,37.08243546,-0.728632758,0.153352134,130.9119,33.11176133,-0.617713098,0.090477844,129.7315,29.09964618,-0.45046137,-0.044169516,9.16929564,9.17768916,9.184485889,198,185,175,0.992030935,0.988868489,0.970946537,1375.10702,1096.388738,1
127.7589,26.52607341,-0.241064058,0.677990586,128.5089,26.18882435,-0.281868893,0.683986498,127.6857,25.39559638,-0.375864087,0.668090564,9.189424141,9.19019856,9.191136593,143,140,134,0.990774944,0.99069894,0.97352478,703.6325708,685.8545208,0
151.3719,34.77136739,-1.04541676,-0.219110019,143.3,27.23452588,-1.006243745,-0.280893712,121.6715,14.9321796,-0.640840013,-0.236507337,9.182998354,9.191714996,9.202689618,152,123,93,0.991778839,0.906274385,0.868574779,1209.04799,741.7194,0
136.0842,36.0092198,-0.742990943,0.155501018,134.4544,34.3191655,-0.752886574,0.171499911,130.5846,31.80156353,-0.71864945,0.165120605,9.174850474,9.177418542,9.180389396,188,181,175,0.997355951,0.996832902,0.992716157,1296.66391,1177.805121,1
122.4549,34.85405523,0.026897824,0.673060241,122.9573,33.79193804,0.090488041,0.654045615,123.4246,32.52168069,0.132199475,0.606214158,9.170995583,9.173561592,9.176358222,190,190,193,0.993448325,0.992673582,0.979383828,1214.805166,1141.895077,0
112.3687,37.91832222,-0.881349103,0.332175083,114.4947,34.6567796,-0.763414943,0.406448096,114.8273,31.46669469,-0.581564744,0.480355669,9.153475205,9.165042908,9.173472404,204,197,191,0.995458948,0.995172671,0.99110933,1437.79916,1201.092372,0
140.0499,31.96103581,-0.170234951,-0.001891574,137.0378,30.89473048,-0.151899226,0.033707641,133.9378,28.39422355,-0.119005128,0.091591199,9.183591182,9.184325215,9.187501623,204,200,190,0.994312746,0.993708817,0.986901384,1021.50781,954.4843712,0
128.5976,29.49404472,-0.327827775,-0.103308254,128.2111,27.77282371,-0.387045538,-0.036276307,127.4884,25.58707223,-0.380715057,0.040150332,9.183121685,9.186289002,9.189879619,181,165,155,0.992882893,0.992315666,0.980508243,869.8986742,771.3297368,0
159.7518,34.61000429,-0.8032878,-0.539005363,149.6467,26.46520884,-0.752702217,-0.583736377,123.8925,14.19191825,-0.301193534,-0.482402045,9.185460189,9.193946721,9.203616061,147,115,89,0.988630395,0.860563439,0.805740751,1197.852397,700.4072791,0
111.3499,25.13296779,2.552401805,1.443081203,111.6906,23.49409866,2.957228581,1.513579957,111.5745,21.6263462,3.27517823,1.551571132,9.186756049,9.189845974,9.192884113,191,194,185,0.985807089,0.984310182,0.966491116,631.66607,551.9726716,0
134.3455,26.84582146,0.814466735,-0.054368134,133.0444,25.30091755,0.687567195,0.111466275,132.7667,25.64994486,0.749075848,0.106944928,9.189707659,9.191950302,9.191332973,191,173,172,0.979952059,0.983079344,0.947982638,720.6981298,640.1364286,1
127.8051,27.21237061,-0.157019998,0.58516484,128.2696,26.42555422,-0.272298741,0.555828777,127.2005,25.13099878,-0.356337491,0.553209634,9.18817579,9.189557704,9.191230101,157,147,140,0.992224779,0.990029703,0.97444696,740.513114,698.3099158,0
133.6225,32.4102668,0.481317107,-0.464563295,130.2177,29.87848903,0.562347963,-0.426747533,127.6433,29.45081434,0.708654279,-0.501770197,9.178446543,9.182074686,9.181512863,193,184,187,0.984894175,0.987427147,0.961493675,1050.425394,892.7241067,1
131.3464,16.946699,1.324179215,0.325610077,136.2175,17.12220178,1.166879868,0.320390892,141.1408,17.57475392,1.044165633,0.255298636,9.202038418,9.202463776,9.202591839,141,144,144,0.970322901,0.984324201,0.937830346,287.190607,293.1697938,0
144.8443,39.5060838,-0.461431182,-0.313757973,142.1321,37.60339412,-0.434647519,-0.333689756,137.009,34.81611292,-0.379101884,-0.382148244,9.170513708,9.172914488,9.175791217,208,199,189,0.996736928,0.995339738,0.988213026,1560.730658,1414.01525,1
117.5343,22.01225167,0.731642158,0.778774473,117.986,21.43896928,0.610622072,0.776084639,116.8976,20.30722813,0.676864949,0.830901086,9.193327106,9.194324788,9.195738497,154,148,140,0.989362912,0.986165332,0.965742284,484.5392235,459.629404,0
123.6243,19.89207253,0.273145569,0.213881484,128.6541,19.253131,0.079580762,0.277619001,134.106,18.99486678,-0.135451595,0.171347914,9.197365098,9.199174396,9.200296081,138,125,125,0.976525649,0.984761767,0.945945899,395.6945495,370.6830532,0
138.5215,44.7265507,-0.95804737,-0.166651956,134.578,41.11273423,-0.864056516,-0.206810343,130.354,38.38950226,-0.646584709,-0.245814552,9.154832266,9.160660206,9.163969511,211,206,213,0.993581887,0.99238947,0.97866386,2000.464338,1690.256916,1
129.3148,31.42166292,-0.681637886,-0.168377085,127.0282,29.46833563,-0.582398849,-0.180725756,125.7001,27.4918708,-0.464194475,-0.184818297,9.179622873,9.182370258,9.185535684,186,183,176,0.991681761,0.992663046,0.981538441,987.320901,868.3828048,1
156.3065,35.56418645,-0.950610426,-0.362232432,146.503,28.0589984,-0.958628532,-0.379518019,121.0636,14.90283715,-0.738060642,-0.316887831,9.18319962,9.191291873,9.20261857,159,125,79,0.992068538,0.912657771,0.877542551,1264.811358,787.307391,0
131.6321,42.65831161,-0.915698341,0.158624109,129.8784,39.93829007,-0.841776235,0.138363393,128.2111,37.90082238,-0.673130513,0.101950545,9.156673539,9.16200596,9.165474076,203,193,197,0.992641846,0.99395163,0.980435024,1819.73155,1595.067013,1
182.2357,30.52377017,-0.143891723,-0.635254193,172.6837,29.1702289,0.005378387,-0.677183052,167.4911,26.90953959,0.358221109,-0.748787157,9.195583553,9.195273617,9.196681775,166,161,161,0.995274566,0.985077074,0.96788324,931.7005455,850.9022543,1
128.9741,35.51844914,-0.20946052,0.176300979,129.3384,33.19902537,-0.234081025,0.208129416,126.2128,29.80326352,-0.396153264,0.114305311,9.171631421,9.176964505,9.18199681,211,203,176,0.995584263,0.990632026,0.981807442,1261.560229,1102.175285,1
140.4816,15.70930493,4.005226812,1.624132261,139.7886,15.74617128,3.369492925,1.489247027,136.818,15.72651506,3.554508972,1.520662351,9.204392218,9.204280665,9.204041211,115,113,113,0.988127348,0.992833294,0.989676777,246.7822614,247.94191,0
110.8931,34.14122248,-0.329153606,0.689998059,116.243,27.64139561,0.128058618,0.692124529,114.4191,22.24686619,0.892187539,0.761065277,9.164610297,9.18290064,9.191971268,185,172,149,0.978019846,0.971989065,0.923863309,1165.623072,764.046751,0
118.8629,10.51102771,3.670392929,1.399077441,127.2885,8.493095299,4.244196919,1.032196357,137.8844,9.860336538,0.726170384,-0.062248074,9.206562906,9.208154714,9.207771467,101,102,99,0.770636653,0.769709283,0.314152046,110.4817036,72.13266775,0
